order_id|user_id|order_number|order_dow|order_hour_of_day
1831763|103996|2|0|13
1978589|103996|3|0|13
1502833|103996|4|0|17
3387737|103996|5|0|12
998043|104011|1|0|13
2436233|104011|2|6|19
2533578|104011|3|0|8
3081997|104011|4|3|12
393203|104011|5|5|22
482136|104011|6|1|13
1880999|104011|7|6|12
2631717|104011|8|5|19
376798|104011|9|6|13
3349951|104011|10|1|13
554407|104011|11|6|9
196164|104011|12|2|3
2259127|104011|13|1|8
3189813|104011|14|0|15
138368|104011|15|5|10
943878|104011|16|3|13
2575826|104011|17|6|21
794794|104011|18|0|20
1962270|104011|19|5|15
3346463|104011|20|0|15
2619583|104011|21|6|9
1380032|104011|22|0|11
1335990|104011|23|5|8
111313|104011|24|0|21
1940450|104011|25|6|10
740487|104011|26|3|18
2319464|104011|27|6|8
129826|104011|28|3|10
1539259|104011|29|4|2
3130718|104011|30|0|9
1806088|104011|31|3|9
692509|104011|32|6|12
1089083|104011|33|6|10
357327|104011|34|2|9
800866|104011|35|3|6
2360464|104011|36|0|12
1468752|104011|37|3|10
2658940|104011|38|0|17
1391421|104011|39|2|20
2568514|104011|40|0|21
44723|104011|41|6|11
1399966|104304|1|2|17
1357133|104304|2|4|12
2606633|104304|3|5|11
1391671|104304|4|5|12
936714|104304|5|1|11
3351075|104304|6|1|19
322982|104304|7|2|13
80594|104304|8|4|11
697840|104304|9|5|11
806214|104304|10|2|14
1261668|104304|11|4|16
291164|104304|12|4|16
454705|104304|13|6|17
3085974|104304|14|4|10
1885996|104304|15|4|18
2989159|104304|16|0|7
1550664|104304|17|6|16
3391795|104304|18|4|13
967014|104304|19|6|15
3115869|104304|20|4|14
713573|104304|21|2|20
3277525|104304|22|5|8
2174373|104304|23|4|10
1454295|104304|24|5|9
1896347|104304|25|0|13
3062336|104304|26|5|8
2132697|104304|27|6|21
945245|104304|28|3|17
3366015|104304|29|5|21
1195028|104304|30|0|6
1699634|104304|31|5|16
358750|104304|32|4|12
732043|104304|33|4|17
525924|104304|34|6|14
2522919|104304|35|6|8
1646522|104304|36|5|12
3261322|104304|37|2|16
133532|104304|38|5|12
270690|104304|39|5|17
3239933|104304|40|5|17
2818176|104304|41|5|13
1680481|104304|42|1|12
2010094|104342|1|2|13
2454411|104342|2|1|13
1975962|104342|3|4|14
2774234|104342|4|0|14
1021233|104342|5|1|13
2279520|104342|6|1|15
1873120|104342|7|2|17
1209445|104342|8|1|14
3113439|104342|9|1|9
2561795|104342|10|1|13
224150|104342|11|4|14
3172879|104342|12|1|11
1051114|104527|1|3|15
2962795|104527|2|5|16
678689|104527|3|1|10
81449|104527|4|1|15
1616046|104527|5|1|15
2378952|104527|6|3|14
1453763|104527|7|4|9
384805|104527|8|2|11
3180631|104527|9|1|16
1559799|104527|10|1|11
1157143|104527|11|2|12
831016|104527|12|2|12
2384474|104527|13|2|10
1471002|104527|14|2|10
2767105|104527|15|2|11
1347781|104527|16|4|14
2914871|104527|17|3|7
447826|104527|18|2|9
78061|104527|19|2|14
54819|104527|20|3|9
849486|104527|21|2|11
1550802|104527|22|3|12
1136663|104527|23|1|8
459330|104527|24|3|8
1210756|104527|25|2|11
2403585|104527|26|2|14
435204|104527|27|5|14
1236495|104527|28|1|9
1021400|104527|29|1|12
241049|104527|30|3|10
2618865|104527|31|2|7
1976241|104527|32|3|14
762105|104527|33|4|9
1903304|104527|34|2|18
1993516|104527|35|1|11
2773998|104527|36|5|13
537990|104527|37|1|19
1138662|104527|38|0|22
1869670|104689|1|0|7
2305947|104689|2|2|14
3418799|104689|3|0|15
563127|104689|4|0|12
2244628|104689|5|1|10
1243320|104689|6|0|7
3388063|104689|7|0|10
1169650|104689|8|0|11
1599772|104689|9|1|15
1424544|104689|10|1|19
1560874|104689|11|0|7
691542|104689|12|0|13
2199670|104689|13|0|15
1554552|104689|14|0|8
1318992|104689|15|1|10
2448151|104689|16|2|15
543643|104689|17|6|7
2362220|104689|18|0|10
1051058|104689|19|3|9
1879739|104689|20|5|9
2697913|104689|21|3|14
2000684|104689|22|1|11
239331|104689|23|5|13
1580747|104689|24|4|11
2752395|104689|25|1|11
1928011|104689|26|2|11
2774427|104689|27|6|7
1497402|104689|28|5|9
1176114|104689|29|0|14
729145|104742|1|0|10
318664|104742|2|6|21
2181286|104742|3|0|9
91749|104742|4|0|11
756177|104742|5|0|10
3229471|104742|6|2|13
1732520|104742|7|3|12
467603|104742|8|6|8
1566950|104742|9|6|11
1304982|104742|10|3|21
275782|104742|11|6|11
1536304|104742|12|0|12
1326321|104742|13|6|11
3038546|104839|1|4|19
3273665|104839|2|4|16
1376320|104839|3|2|16
599271|104839|4|3|13
2018961|104839|5|2|13
2390679|104839|6|1|13
164772|104839|7|2|8
326111|104839|8|3|10
468834|104839|9|4|9
3049320|104839|10|2|21
655859|104839|11|2|5
2597314|104839|12|0|19
601546|104839|13|1|16
7638|104839|14|3|10
2620940|104839|15|4|23
2011251|104839|16|3|10
3395879|104839|17|3|16
394744|104839|18|1|10
1681786|105058|1|6|14
1054955|105058|2|1|20
969016|105058|3|2|18
3133348|105058|4|5|1
221275|105058|5|3|14
1879738|105058|6|3|10
3069869|105214|1|1|14
1197375|105214|2|1|11
3367767|105214|3|2|7
3336304|105214|4|3|14
2367929|105214|5|0|15
604558|106021|1|4|14
384014|106021|2|5|15
362740|106021|3|5|20
1056075|106021|4|3|10
2057495|106021|5|1|13
220175|106021|6|5|13
1204689|106021|7|5|19
1202901|106021|8|1|11
2152395|106021|9|3|13
138061|106021|10|5|9
3037924|106021|11|1|10
1515984|106021|12|4|11
2913103|106021|13|4|14
1367686|106021|14|5|12
541346|106021|15|1|13
3340972|106021|16|5|10
3194301|106021|17|2|12
98699|106021|18|3|15
1677310|106021|19|4|17
237266|106021|20|5|12
1023240|106021|21|4|10
1876915|106021|22|4|14
1306141|106021|23|5|9
381065|106021|24|1|15
2197575|106021|25|1|15
116620|106021|26|2|14
3107372|106021|27|2|18
3130254|106021|28|3|11
965681|106021|29|1|11
2894271|106021|30|2|14
1684499|106021|31|4|10
199305|106021|32|4|14
2145505|106021|33|1|11
1022628|106093|1|2|15
2421195|106093|2|5|15
3111123|106093|3|0|10
1051922|106093|4|6|13
2069231|106093|5|6|10
2430414|106093|6|6|13
1500125|106093|7|4|18
2379721|106093|8|5|13
2404895|106093|9|5|13
1465223|106093|10|1|15
1914468|106093|11|0|16
1950978|106093|12|4|9
2172787|106093|13|6|10
2084078|106093|14|3|11
2513990|106093|15|4|18
777338|106093|16|6|17
2236387|106093|17|5|13
396256|106093|18|2|15
763075|106114|1|0|7
2117156|106114|2|1|19
518488|106114|3|3|8
2914236|106114|4|0|15
2160389|106114|5|2|12
2989292|106114|6|2|22
152201|106114|7|0|13
949214|106285|1|4|19
2246932|106285|2|0|20
2767554|106285|3|2|20
252867|106285|4|6|15
516205|106285|5|5|20
2450333|106285|6|1|20
355045|106285|7|1|16
938405|106285|8|1|13
2023543|106285|9|1|20
3127580|106285|10|2|19
1627925|106285|11|2|13
1772981|106285|12|1|19
362232|106285|13|1|13
530398|106285|14|4|16
3307318|106285|15|0|16
2650932|106285|16|4|17
1594141|106285|17|4|14
696228|106285|18|0|12
2281339|106285|19|2|18
938290|106285|20|2|18
2427084|106285|21|6|15
96272|106285|22|4|18
537579|106285|23|6|0
1115743|106285|24|5|16
1780479|106285|25|4|14
610671|106285|26|0|12
1227874|106285|27|2|18
2344637|106285|28|1|16
2774549|106285|29|1|16
352230|106435|1|6|8
867277|106435|2|2|17
2327679|106435|3|3|19
3074796|106435|4|1|9
3354268|106435|5|3|23
1680532|106435|6|3|2
1498102|106435|7|1|18
620033|106435|8|1|17
1981344|106435|9|0|11
2966511|106435|10|1|22
2899596|106435|11|3|8
3265761|106451|1|1|11
2203886|106451|2|2|11
595789|106451|3|1|17
3260396|106451|4|2|15
1840175|106451|5|1|11
2447333|106451|6|1|15
1328875|106451|7|1|10
1345242|106451|8|1|17
3000651|106451|9|2|16
2627660|106451|10|2|11
853646|106451|11|3|10
1567311|106451|12|1|10
2778065|106451|13|2|15
2717007|106451|14|1|11
1091779|106451|15|3|12
743813|106451|16|2|11
2102015|106451|17|2|11
1644289|106451|18|1|13
2504792|106687|1|2|8
350189|106687|2|3|12
2935783|106687|3|5|10
716383|106687|4|4|12
534573|106687|5|3|15
1476899|106753|1|0|10
699136|106753|2|4|18
3135416|106753|3|1|16
367289|106753|4|2|14
2913836|106753|5|5|8
469384|106753|6|1|8
326154|106753|7|0|17
1704503|106753|8|2|18
1867397|106753|9|3|10
745867|106753|10|1|15
2891680|106753|11|4|13
1779751|106753|12|0|19
2709510|106753|13|4|21
2310548|106753|14|3|9
609826|106753|15|3|23
158794|106753|16|1|9
2242269|106753|17|2|13
2904338|106753|18|4|18
2538582|106753|19|3|14
329894|106753|20|1|10
2268332|106753|21|5|16
1532838|106753|22|1|10
819670|106753|23|0|7
44293|106753|24|1|12
2112780|106753|25|0|12
2892095|106753|26|4|9
528688|106753|27|1|16
2907952|106753|28|4|14
295752|106753|29|0|22
1345464|106753|30|6|16
2293500|106753|31|0|12
2000250|106753|32|2|18
45486|106753|33|4|7
1656018|106753|34|0|14
483675|106753|35|3|12
1863137|106753|36|0|18
380003|106753|37|3|11
1338981|106753|38|5|8
1167455|106753|39|0|18
669466|106753|40|2|11
1721180|106753|41|4|18
1656122|106753|42|1|14
2598510|106753|43|4|13
402871|106753|44|4|21
687742|106753|45|1|12
665882|106753|46|1|16
227568|106753|47|4|10
1999594|106753|48|4|11
466557|106753|49|4|18
1777969|106753|50|0|20
3010131|106753|51|5|7
2107179|106753|52|2|19
419324|106753|53|1|17
80988|106753|54|6|9
3031015|106753|55|5|0
282462|106753|56|3|15
1203532|106753|57|1|13
1510402|106753|58|0|14
463091|106753|59|5|12
1252089|106753|60|2|9
803254|106753|61|5|9
1325401|106753|62|2|13
2550873|106753|63|0|11
288528|106753|64|4|14
3065923|106753|65|0|12
2630932|106757|1|0|20
2249675|106757|2|1|16
1429173|106757|3|4|19
1259134|106757|4|6|18
2122033|106757|5|1|10
3338124|106757|6|2|12
1060618|106757|7|5|1
2360778|106757|8|6|15
1524059|106757|9|1|19
1428079|106757|10|6|16
712751|106757|11|5|2
1934803|107142|1|2|14
1639710|107142|2|2|11
3081114|107142|3|2|13
2206346|107142|4|2|16
1747154|107142|5|2|15
2125424|107260|1|3|13
163191|107260|2|4|12
3255553|107260|3|4|17
2380638|107260|4|2|14
2446557|107260|5|3|15
680403|107260|6|5|9
1189346|107260|7|4|18
2801242|107260|8|3|9
2101856|107260|9|2|14
2430640|107260|10|4|16
1471701|107260|11|2|14
1848618|107266|1|6|13
194808|107266|2|2|16
2227442|107266|3|5|18
2688719|107266|4|3|13
953262|107266|5|4|17
3139439|107353|1|6|13
1140861|107353|2|3|12
1915333|107353|3|3|19
2831420|107353|4|1|15
3297185|107353|5|3|16
2558360|107353|6|3|15
1163257|107382|1|5|17
1941917|107382|2|6|14
1988386|107382|3|5|2
2106935|107382|4|0|19
753477|107382|5|6|15
2256195|107382|6|5|8
1131435|107532|1|4|12
112433|107532|2|3|10
2271438|107532|3|4|12
2230189|107532|4|0|14
905937|107532|5|5|18
701634|107532|6|1|16
3304448|107532|7|3|17
2439577|107532|8|6|9
1803193|108186|1|6|12
2397046|108186|2|0|7
3064650|108186|3|3|18
2846200|108186|4|6|10
2187134|108186|5|0|17
2798289|108186|6|0|17
2570703|108235|1|0|15
1516361|108235|2|6|21
1480830|108235|3|0|8
718056|108235|4|6|17
3257323|108235|5|2|19
2646291|108235|6|0|12
1415254|108235|7|6|17
1036641|108235|8|2|19
1723570|108235|9|6|19
2222888|108235|10|3|18
1302552|108235|11|0|17
1212379|108235|12|2|18
1027715|108235|13|6|21
1288319|108235|14|0|17
1838197|108235|15|4|17
3358554|108235|16|6|15
2954832|108235|17|0|15
2557350|108235|18|5|14
1134768|108235|19|1|17
2349191|108235|20|2|17
745746|108235|21|0|15
2727448|108235|22|4|16
3384217|108235|23|0|18
2344632|108341|1|5|16
3214507|108341|2|1|14
763164|108341|3|5|7
3204278|108341|4|2|9
912640|108341|5|3|13
1109556|108341|6|0|11
3151849|108341|7|3|11
2017532|108341|8|4|11
2132827|108341|9|6|9
1794226|108341|10|4|12
49325|108341|11|3|11
2145876|108341|12|2|10
312661|108341|13|0|9
2735335|108341|14|3|8
536940|108341|15|2|7
1409479|108341|16|6|14
73522|108341|17|5|14
3169749|108341|18|3|14
578877|108341|19|5|9
976369|108341|20|3|10
2827805|108341|21|5|9
1802050|108341|22|2|9
2247698|108341|23|2|12
853039|108341|24|4|9
798732|108341|25|1|21
1635307|108341|26|3|20
388799|108341|27|1|10
936365|108341|28|3|8
1317367|108341|29|2|11
398661|108341|30|2|10
2380111|108341|31|4|9
316522|108341|32|0|10
3308637|108341|33|2|14
1649665|108341|34|2|9
542185|108341|35|5|6
146602|108341|36|4|8
2949359|108341|37|5|13
958941|108432|1|3|13
1360142|108432|2|0|22
1653250|108432|3|0|22
1900128|108432|4|1|19
435433|108432|5|6|14
2436001|108432|6|5|8
1727351|108432|7|1|14
565710|108432|8|0|12
1099509|108432|9|0|19
1533452|108432|10|3|14
1726702|108432|11|2|14
1068488|108432|12|1|20
226696|108432|13|3|23
2705349|108432|14|1|11
2294177|108432|15|1|22
2505261|108432|16|3|6
862926|108432|17|1|14
1093783|108432|18|5|9
459500|108432|19|1|9
2512161|108432|20|3|17
1465603|108432|21|1|16
2781788|108432|22|2|14
3066255|108432|23|1|22
2058850|108432|24|2|15
1465779|108432|25|3|11
1402637|108432|26|2|14
1381070|108432|27|4|9
3320966|109289|1|2|9
2937923|109289|2|3|11
3269411|109289|3|4|14
718575|109289|4|5|8
1453175|109289|5|2|23
3210520|109289|6|5|7
876118|109289|7|4|12
3352255|109289|8|4|7
1104349|109289|9|1|17
1714168|109289|10|5|10
1132819|109289|11|3|16
20884|109289|12|5|15
417312|109540|1|2|10
3270516|109540|2|2|11
2099905|109540|3|5|10
341314|109540|4|3|16
348829|109540|5|5|8
1965686|109540|6|1|15
2929193|109540|7|1|14
2165562|109540|8|4|9
355804|109681|1|4|17
1666819|109681|2|5|16
506681|109681|3|6|15
1747847|109681|4|2|16
2077005|109681|5|2|17
2749419|109681|6|5|15
1292550|109681|7|3|12
723380|109681|8|4|11
2155563|109681|9|2|18
1835778|109681|10|5|15
2785661|109681|11|0|15
1504931|109681|12|5|18
288558|109681|13|2|6
2969831|109681|14|1|19
2006783|109681|15|4|19
997491|109681|16|1|19
1011170|109681|17|3|17
505543|109681|18|4|16
1885886|109681|19|5|18
1841011|109681|20|0|8
799199|109681|21|2|15
2722574|109681|22|4|17
2600964|109681|23|0|18
222694|109681|24|2|5
914222|109681|25|0|17
3141076|109681|26|3|16
1038892|109681|27|4|16
530425|109681|28|5|16
1946015|109681|29|5|18
1058380|109681|30|6|23
206949|109681|31|4|17
968054|109681|32|5|17
1137090|109681|33|6|13
607037|109681|34|2|17
3252730|109752|1|5|15
470517|109752|2|2|9
1544093|109752|3|3|7
1329701|109752|4|5|6
3181801|109752|5|2|13
183998|109752|6|2|13
3072144|109752|7|4|12
2967535|109752|8|0|11
1532974|109752|9|6|16
674127|109752|10|5|8
814716|109752|11|1|10
1877291|109752|12|0|10
245544|109752|13|1|11
2211682|109752|14|0|7
1165140|109904|1|5|12
2095078|109904|2|3|13
1073394|109904|3|5|14
3216801|109904|4|2|14
3089034|109904|5|4|12
3165105|109904|6|5|14
1333748|109904|7|3|16
98955|109904|8|5|14
3045508|109904|9|1|15
3189002|109904|10|3|15
2647615|109904|11|2|11
2699210|109904|12|4|11
3230063|109904|13|5|13
861033|109904|14|3|13
1950539|109904|15|5|14
599744|109904|16|4|13
12904|109904|17|1|16
627584|109904|18|3|13
140242|109904|19|6|21
1706653|109904|20|2|13
1470634|109904|21|1|11
1406403|109904|22|4|13
1441284|109904|23|2|15
1241828|109904|24|4|14
1261226|109904|25|2|12
3133899|109904|26|1|13
587061|109904|27|3|13
79951|109904|28|6|16
2856720|109904|29|2|15
262119|109904|30|5|13
210545|109904|31|2|15
1632775|109904|32|5|13
2461522|109904|33|2|14
1187743|109904|34|5|14
1188869|109904|35|3|15
2530311|109904|36|5|13
1071142|109904|37|2|12
2093663|109904|38|6|19
1400402|109904|39|2|14
3109182|109904|40|5|15
1610296|109904|41|2|16
3099296|109904|42|5|15
128141|109904|43|3|10
633088|109904|44|5|16
491480|109904|45|2|12
1840667|109904|46|4|12
1176284|109904|47|2|16
1293083|109904|48|5|14
1692480|109904|49|2|14
566066|109904|50|5|15
644007|109904|51|2|12
50148|109904|52|4|10
41491|109904|53|5|14
277072|109904|54|1|10
1177057|109904|55|1|14
2715102|109904|56|3|11
163678|109904|57|5|15
11984|109904|58|2|10
365233|109904|59|4|10
659324|109904|60|5|12
2435202|109904|61|3|13
1070353|109904|62|3|14
573886|109904|63|1|9
2872682|109904|64|1|13
1775676|109904|65|2|11
2526801|109904|66|1|10
1776516|109904|67|2|18
543787|109904|68|4|10
432951|109904|69|2|11
1804177|109904|70|3|13
2077517|109904|71|5|14
1919641|109904|72|3|13
2436556|109904|73|6|14
2017519|109904|74|2|15
2299491|109904|75|5|13
1361240|109904|76|2|14
1346932|109904|77|5|13
2895966|109904|78|5|11
3156654|109904|79|3|11
985204|109904|80|3|14
2547434|109904|81|2|10
451542|109904|82|4|9
1165208|109904|83|4|12
1769636|109904|84|5|12
293797|109904|85|2|10
2033092|109904|86|5|9
775428|109904|87|2|10
2588371|109904|88|4|13
1214512|109904|89|0|14
1670329|109904|90|2|11
615270|109904|91|4|11
3324931|110082|1|1|13
585124|110082|2|1|16
1400939|110082|3|3|16
2816422|110082|4|4|16
1280652|110082|5|2|18
2269097|110082|6|4|17
981110|110082|7|3|17
2031897|110083|1|0|12
506700|110083|2|0|11
770108|110083|3|0|16
1580545|110083|4|0|12
823780|110083|5|0|14
1991234|110083|6|0|16
306398|110180|1|3|12
2609603|110180|2|6|18
3224076|110180|3|0|13
1876655|110180|4|1|15
1775581|110180|5|2|18
2809655|110180|6|3|12
1571154|110180|7|4|8
1920333|110592|1|6|13
2950329|110592|2|0|13
2044870|110592|3|6|14
1544514|110592|4|6|13
381497|110592|5|5|11
2838493|110592|6|3|14
1336725|110592|7|1|16
2629865|110702|1|6|10
1018005|110702|2|0|8
1942316|110702|3|0|8
1493887|110702|4|0|9
3045927|110702|5|0|16
1914168|110702|6|0|16
3416816|110702|7|0|12
3319246|110702|8|2|3
151858|110702|9|0|14
3394219|110702|10|0|8
200768|110702|11|6|10
1650017|110713|1|6|15
919445|110713|2|4|13
2623613|110713|3|6|9
3312151|110713|4|2|17
146327|110713|5|5|14
33253|110713|6|1|8
1952724|110713|7|0|11
2747229|110713|8|0|8
2833652|110713|9|0|8
1381175|110713|10|3|15
451060|110713|11|0|16
1170418|110713|12|1|11
1137723|110713|13|2|12
2359185|110713|14|1|14
3403316|110713|15|2|12
3256651|110898|1|5|12
3412252|110898|2|3|17
3027106|110898|3|2|14
2171110|110898|4|1|16
248138|110898|5|1|9
3104506|110898|6|1|21
3030689|110898|7|2|17
2500757|110898|8|1|16
910842|110898|9|2|13
2715127|110898|10|2|13
435846|110898|11|5|8
1782279|110898|12|5|8
209039|110898|13|0|19
1030644|110898|14|2|11
967237|110898|15|1|9
1119764|110898|16|0|14
918420|110898|17|0|17
464363|110898|18|4|13
2601681|110898|19|1|9
2079508|110898|20|6|12
184150|110898|21|5|2
3216101|110898|22|5|13
2002291|110898|23|1|13
1911428|110898|24|1|13
1856048|110898|25|0|20
2779870|110898|26|1|23
2439083|110898|27|4|14
1281229|110898|28|0|23
3350131|110898|29|3|13
2368972|110898|30|1|22
1636461|110898|31|1|10
1868848|110898|32|6|11
2970615|110898|33|6|13
131738|110898|34|1|15
152744|110898|35|4|14
568129|110898|36|1|13
3077418|110898|37|3|23
1688715|110898|38|3|19
636222|110898|39|2|18
1456493|110898|40|0|12
3136721|110898|41|5|11
1408218|110898|42|1|15
1058976|110898|43|4|0
144826|110898|44|2|23
3350515|110898|45|6|13
344588|111793|1|6|11
2547810|111793|2|2|15
2231287|111793|3|3|18
1266708|111793|4|3|18
1895134|111793|5|0|17
875502|111793|6|3|19
3276198|111793|7|1|14
3225407|111793|8|6|19
2788473|111793|9|4|18
2169874|111793|10|0|17
3275522|111793|11|5|14
1779177|111870|1|2|12
938307|111870|2|1|11
2962078|111870|3|2|10
1189841|111870|4|2|11
2489018|111870|5|2|12
1723297|111870|6|1|11
3112410|111870|7|1|9
1632472|111870|8|2|16
1185963|111870|9|1|10
2883672|111870|10|1|14
3233777|111871|1|1|15
2732833|111871|2|0|20
310618|111871|3|6|16
1454146|111871|4|6|13
2432703|111871|5|0|22
2620539|111871|6|3|12
2439860|111871|7|3|12
540969|111871|8|2|17
2370760|111871|9|2|18
2203035|111871|10|2|18
1180299|111871|11|1|20
2241980|111871|12|2|17
886920|111871|13|2|18
2908184|111871|14|5|9
2957335|111871|15|1|17
421332|111871|16|4|12
1829534|111871|17|6|17
1984420|111871|18|4|11
657082|111871|19|6|13
3402312|111871|20|1|20
1499479|111871|21|0|17
644004|111871|22|3|19
155668|111871|23|6|16
2132871|111871|24|4|17
574641|111871|25|0|14
3146659|111871|26|5|19
2352301|111871|27|6|14
595670|111871|28|0|11
53052|111871|29|6|14
1460788|111871|30|4|15
3167224|111871|31|3|17
2993335|111871|32|2|17
3384517|111871|33|4|13
1381117|111871|34|4|18
2302071|111871|35|3|18
932341|111871|36|6|18
2618845|111871|37|3|19
366628|111871|38|4|15
1393244|111871|39|1|19
2697399|111871|40|2|14
3123022|112110|1|0|10
2212169|112110|2|6|13
1257022|112110|3|2|17
644098|112110|4|5|15
1673704|112110|5|1|18
1593613|112110|6|1|8
502830|112110|7|0|13
3112589|112110|8|1|15
952853|112110|9|1|16
1099864|112110|10|1|13
1191408|112110|11|4|16
2590004|112110|12|3|16
529409|112110|13|2|18
1168896|112271|1|1|9
3237555|112271|2|2|8
1546324|112271|3|4|7
258724|112271|4|1|10
2543147|112271|5|3|14
697287|112271|6|5|11
2002036|112271|7|2|8
2429002|112271|8|3|11
3332093|112271|9|0|21
2834785|112271|10|4|6
2776909|112271|11|3|16
3180632|112271|12|1|8
959166|112271|13|4|20
1233605|112271|14|0|1
1324878|112271|15|2|8
757259|112271|16|1|13
3109372|112271|17|4|8
1029495|112271|18|2|12
2978538|112271|19|3|12
2989491|112271|20|0|18
2292119|112271|21|1|11
1529306|112281|1|5|20
1612438|112281|2|4|14
46952|112281|3|5|19
2183824|112281|4|5|19
1801269|112281|5|5|19
857523|112281|6|5|18
2904909|112281|7|6|0
2370710|112281|8|0|11
519523|112281|9|3|19
755677|112281|10|1|23
1627261|112281|11|0|14
3258415|112281|12|0|14
3278276|112281|13|5|20
1575533|112281|14|4|13
2511740|112281|15|5|12
178946|112281|16|1|22
1936148|112281|17|6|10
2914669|112281|18|1|12
2052276|112281|19|3|14
2462880|112281|20|2|9
1036756|112281|21|4|11
2465557|112281|22|4|15
2886054|112281|23|2|14
1665575|112281|24|3|20
2953237|112281|25|1|21
2033355|112281|26|6|20
553072|112281|27|2|15
1370487|112281|28|1|12
901814|112281|29|0|11
1986785|112281|30|0|15
552872|112281|31|4|16
919174|112281|32|1|15
570364|112415|1|1|16
355922|112415|2|2|17
2034645|112415|3|5|10
3376952|112415|4|3|19
1694300|112415|5|2|14
1076286|112415|6|5|8
2765507|112415|7|6|19
677424|112415|8|2|12
1901621|112415|9|6|12
343880|112415|10|1|15
2953502|112415|11|1|15
1997893|112415|12|3|17
1338507|112415|13|2|14
100988|112415|14|6|9
2608419|112415|15|1|14
2217020|112415|16|4|15
2634899|112415|17|2|12
2353428|112415|18|5|18
2205355|112415|19|1|19
2227806|112415|20|5|8
1795929|112415|21|5|10
677999|112415|22|4|11
421336|112415|23|2|11
403248|112415|24|5|18
571495|112415|25|0|13
1434511|112415|26|1|11
2293419|112415|27|6|9
1878382|112415|28|2|14
2356298|112415|29|4|17
1664644|112415|30|6|11
1248379|112415|31|5|15
3407864|112415|32|4|13
367351|112462|1|4|15
558690|112462|2|3|9
983204|112462|3|4|13
139622|112462|4|5|11
776524|112462|5|6|14
2577798|112462|6|5|13
1995771|112462|7|5|17
814366|112462|8|4|17
3324943|112462|9|1|17
1254096|112462|10|5|15
3051390|112462|11|5|11
2526615|112462|12|5|14
2163725|112462|13|0|17
1581427|112462|14|1|8
588139|112462|15|5|9
175963|112462|16|6|20
3326765|112462|17|0|20
1305342|112462|18|5|9
827716|112462|19|5|13
2322735|112462|20|1|17
527999|112462|21|4|13
3345876|112462|22|2|11
144563|112462|23|5|9
1999844|112462|24|1|8
1995211|112462|25|1|9
2793858|112462|26|4|16
916944|112462|27|1|8
723137|112462|28|4|9
1603145|112462|29|1|10
1185758|112462|30|4|9
1338694|112462|31|2|8
1457558|112462|32|1|15
2130728|112462|33|2|9
1394299|112462|34|2|16
1855996|112462|35|2|9
989693|112857|1|3|20
86155|112857|2|6|23
1008617|112857|3|5|22
1618933|112857|4|3|23
2965428|112857|5|6|21
1776848|113290|1|0|16
1580410|113290|2|4|7
339606|113290|3|3|15
2639479|113290|4|2|16
2173397|113290|5|4|8
589966|113290|6|2|21
2686589|113290|7|4|8
2352761|113290|8|4|12
760313|113290|9|4|15
3113546|113290|10|2|18
2060069|113290|11|4|21
2509503|113290|12|5|11
1636632|113290|13|5|7
1544711|113290|14|4|7
3258823|113290|15|4|10
38014|113290|16|4|17
509809|113290|17|4|7
2152770|113290|18|4|16
2739623|113290|19|3|16
704742|113290|20|0|18
1644278|113290|21|4|14
2257385|113290|22|5|11
3184761|113290|23|5|13
835940|113290|24|5|10
123491|113290|25|5|13
1031744|113290|26|4|18
411048|113290|27|2|20
343045|113290|28|5|10
1686773|113290|29|4|11
3039898|113290|30|0|18
278926|113290|31|4|17
605771|113290|32|6|9
3203073|113290|33|5|11
185326|113290|34|5|15
2413722|113290|35|5|10
930975|113290|36|2|10
2277438|113290|37|1|18
640633|113290|38|0|16
1974749|113290|39|5|15
3251100|113290|40|6|11
616008|113290|41|6|10
1451682|113290|42|5|15
1499624|113290|43|6|1
1650211|113290|44|3|7
1769479|113290|45|0|15
3413869|113290|46|6|8
1708569|113290|47|5|11
890387|113290|48|5|11
567950|113290|49|1|6
300069|113290|50|2|11
2006033|113290|51|6|14
1303070|113290|52|1|11
476107|113290|53|6|17
599160|113290|54|1|10
2086414|113917|1|0|17
3389749|113917|2|0|17
906652|113917|3|1|18
2047198|113917|4|1|16
1083865|113917|5|1|20
877690|113917|6|0|14
286594|113917|7|6|11
1489927|113917|8|2|19
2020280|113917|9|0|11
1428816|113917|10|1|15
2419178|113917|11|6|9
2796132|113917|12|3|18
1845168|113917|13|1|16
3090982|113917|14|5|17
2942855|113973|1|6|18
64811|113973|2|0|17
3345124|113973|3|0|13
759793|113973|4|0|10
505175|113973|5|0|14
209477|113973|6|0|12
2630052|113973|7|0|16
3369333|113973|8|0|15
1491712|113973|9|0|14
3221817|113973|10|0|15
3378316|113973|11|0|13
936334|113973|12|0|15
1319266|113973|13|0|16
301187|113973|14|1|17
546019|113973|15|0|14
950634|113973|16|0|10
123674|113973|17|0|11
1208983|113973|18|0|9
44206|113973|19|6|13
1216228|113973|20|6|12
2082705|113973|21|6|13
1488167|113973|22|6|18
945621|113973|23|6|14
2693134|113973|24|0|17
2375576|113973|25|6|17
1510071|113973|26|0|17
1156829|113973|27|6|11
2971496|113986|1|5|17
1521457|113986|2|5|15
1675943|113986|3|4|12
1661899|113986|4|5|17
3246949|113986|5|5|18
2864288|113986|6|1|14
73409|113986|7|6|19
164503|114408|1|3|11
1163939|114408|2|1|16
2958005|114408|3|2|15
